"company","Company_Status","location","location_Status","industry","Industry_Status","total_laid_off","layoffs_Status","percentage_laid_off","Percentage_Status","date","Date_Status","year","Year_Status","Month","Month_Status","stage","country","funds_raised_millions","Funds_Status"
"INDIGO","Reported","BOSTON","Reported","OTHER","Reported","80","Reported","0.00","missing","2021-02-09","Reported","2021","Reported","2","Reported","SERIES F","UNITED STATES","1200.00","Reported"
"INDUSTRIOUS","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","90","Reported","0.20","Reported","2020-04-02","Reported","2020","Reported","4","Reported","SERIES D","UNITED STATES","222.00","Reported"
"INFARM","Reported","BERLIN","Reported","OTHER","Reported","50","Reported","0.05","Reported","2022-09-14","Reported","2022","Reported","9","Reported","SERIES D","GERMANY","604.00","Reported"
"INFARM","Reported","BERLIN","Reported","OTHER","Reported","500","Reported","0.50","Reported","2022-11-28","Reported","2022","Reported","11","Reported","SERIES D","GERMANY","604.00","Reported"
"INFLUITIVE","Reported","TORONTO","Reported","MARKETING","Reported","0","missing","0.00","missing","2020-04-17","Reported","2020","Reported","4","Reported","UNKNOWN","CANADA","59.00","Reported"
"INFLUXDATA","Reported","SF BAY AREA","Reported","DATA","Reported","65","Reported","0.27","Reported","2022-11-10","Reported","2022","Reported","11","Reported","SERIES D","UNITED STATES","119.00","Reported"
"INFOGRID","Reported","LONDON","Reported","OTHER","Reported","0","missing","0.00","missing","2022-11-16","Reported","2022","Reported","11","Reported","SERIES A","UNITED KINGDOM","15.00","Reported"
"INFORMATICA","Reported","SF BAY AREA","Reported","DATA","Reported","450","Reported","0.07","Reported","2023-01-10","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","0.00","missing"
"INFOSUM","Reported","LONDON","Reported","SECURITY","Reported","20","Reported","0.12","Reported","2022-10-19","Reported","2022","Reported","10","Reported","SERIES B","UNITED KINGDOM","88.00","Reported"
"INMOBI","Reported","BENGALURU","Reported","MARKETING","Reported","50","Reported","0.00","missing","2023-01-23","Reported","2023","Reported","1","Reported","UNKNOWN","INDIA","320.00","Reported"
"INNOVACCER","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","90","Reported","0.08","Reported","2022-09-01","Reported","2022","Reported","9","Reported","SERIES E","UNITED STATES","379.00","Reported"
"INNOVACCER","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","245","Reported","0.15","Reported","2023-01-24","Reported","2023","Reported","1","Reported","SERIES E","UNITED STATES","379.00","Reported"
"INNOVID","Reported","NEW YORK CITY","Reported","MARKETING","Reported","40","Reported","0.10","Reported","2023-01-23","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","295.00","Reported"
"INSCRIPTA","Reported","BOULDER","Reported","HEALTHCARE","Reported","43","Reported","0.00","missing","2022-12-08","Reported","2022","Reported","12","Reported","SERIES E","UNITED STATES","459.00","Reported"
"INSPECTIFY","Reported","SEATTLE","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2022-11-28","Reported","2022","Reported","11","Reported","SERIES A","UNITED STATES","11.00","Reported"
"INSPIRATO","Reported","DENVER","Reported","TRAVEL","Reported","109","Reported","0.12","Reported","2023-01-18","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","179.00","Reported"
"INSPIRATO","Reported","DENVER","Reported","TRAVEL","Reported","130","Reported","0.22","Reported","2020-03-16","Reported","2020","Reported","3","Reported","SERIES C","UNITED STATES","79.00","Reported"
"INSTACART","Reported","SF BAY AREA","Reported","FOOD","Reported","0","missing","0.00","missing","2022-09-24","Reported","2022","Reported","9","Reported","UNKNOWN","UNITED STATES","2900.00","Reported"
"INSTACART","Reported","SF BAY AREA","Reported","FOOD","Reported","1877","Reported","0.00","missing","2021-01-21","Reported","2021","Reported","1","Reported","UNKNOWN","UNITED STATES","2400.00","Reported"
"INSTAMOJO","Reported","BENGALURU","Reported","FINANCE","Reported","6","Reported","0.06","Reported","2020-04-02","Reported","2020","Reported","4","Reported","UNKNOWN","INDIA","8.00","Reported"
"INSTRUCTURE","Reported","SALT LAKE CITY","Reported","EDUCATION","Reported","150","Reported","0.12","Reported","2020-05-27","Reported","2020","Reported","5","Reported","ACQUIRED","UNITED STATES","89.00","Reported"
"INTAPP","Reported","SF BAY AREA","Reported","LEGAL","Reported","45","Reported","0.05","Reported","2020-05-18","Reported","2020","Reported","5","Reported","PRIVATE EQUITY","UNITED STATES","0.00","missing"
"INTEGRAL AD SCIENCE","Reported","NEW YORK CITY","Reported","MARKETING","Reported","70","Reported","0.10","Reported","2020-05-14","Reported","2020","Reported","5","Reported","ACQUIRED","UNITED STATES","116.00","Reported"
"INTEGRAL AD SCIENCE","Reported","NEW YORK CITY","Reported","MARKETING","Reported","120","Reported","0.13","Reported","2022-12-07","Reported","2022","Reported","12","Reported","ACQUIRED","UNITED STATES","116.00","Reported"
"INTEGRATE.AI","Reported","TORONTO","Reported","SUPPORT","Reported","26","Reported","0.00","missing","2020-06-09","Reported","2020","Reported","6","Reported","UNKNOWN","CANADA","39.60","Reported"
"INTEL","Reported","SF BAY AREA","Reported","HARDWARE","Reported","201","Reported","0.00","missing","2022-12-06","Reported","2022","Reported","12","Reported","POST-IPO","UNITED STATES","12.00","Reported"
"INTEL","Reported","SF BAY AREA","Reported","HARDWARE","Reported","343","Reported","0.00","missing","2023-01-30","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","12.00","Reported"
"INTERCOM","Reported","SF BAY AREA","Reported","SUPPORT","Reported","39","Reported","0.06","Reported","2020-05-20","Reported","2020","Reported","5","Reported","SERIES D","UNITED STATES","240.00","Reported"
"INTERCOM","Reported","SF BAY AREA","Reported","SUPPORT","Reported","49","Reported","0.05","Reported","2022-09-07","Reported","2022","Reported","9","Reported","SERIES D","UNITED STATES","240.00","Reported"
"INTERCOM","Reported","SF BAY AREA","Reported","SUPPORT","Reported","124","Reported","0.13","Reported","2022-11-14","Reported","2022","Reported","11","Reported","SERIES D","UNITED STATES","240.00","Reported"
"INTERSECT","Reported","TORONTO","Reported","PRODUCT","Reported","19","Reported","0.11","Reported","2020-05-13","Reported","2020","Reported","5","Reported","ACQUIRED","CANADA","0.00","missing"
"INTRINSIC","Reported","SF BAY AREA","Reported","OTHER","Reported","40","Reported","0.20","Reported","2023-01-11","Reported","2023","Reported","1","Reported","ACQUIRED","UNITED STATES","0.00","missing"
"INTROHIVE","Reported","FERDERICTON","Reported","SALES","Reported","57","Reported","0.16","Reported","2022-07-20","Reported","2022","Reported","7","Reported","SERIES C","CANADA","125.00","Reported"
"INTUIT","Reported","SF BAY AREA","Reported","FINANCE","Reported","715","Reported","0.07","Reported","2020-06-22","Reported","2020","Reported","6","Reported","POST-IPO","UNITED STATES","18.00","Reported"
"INVISION","Reported","NEW YORK CITY","Reported","PRODUCT","Reported","0","missing","0.00","missing","2020-08-14","Reported","2020","Reported","8","Reported","SERIES F","UNITED STATES","350.20","Reported"
"INVISION","Reported","NEW YORK CITY","Reported","PRODUCT","Reported","0","missing","0.50","Reported","2022-07-21","Reported","2022","Reported","7","Reported","SERIES F","UNITED STATES","356.00","Reported"
"INVISION","Reported","NEW YORK CITY","Reported","PRODUCT","Reported","22","Reported","0.00","missing","2021-10-05","Reported","2021","Reported","10","Reported","UNKNOWN","UNITED STATES","356.00","Reported"
"INVITAE","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","1000","Reported","0.00","missing","2022-07-19","Reported","2022","Reported","7","Reported","POST-IPO","UNITED STATES","2000.00","Reported"
"INVOLVES","Reported","FLORIANÓPOLIS","Reported","RETAIL","Reported","70","Reported","0.18","Reported","2022-07-13","Reported","2022","Reported","7","Reported","UNKNOWN","BRAZIL","23.00","Reported"
"IPRICE GROUP","Reported","KUALA LUMPUR","Reported","RETAIL","Reported","50","Reported","0.20","Reported","2022-06-08","Reported","2022","Reported","6","Reported","UNKNOWN","MALAYSIA","26.00","Reported"
"IRIS NOVA","Reported","NEW YORK CITY","Reported","FOOD","Reported","9","Reported","0.50","Reported","2020-03-30","Reported","2020","Reported","3","Reported","SEED","UNITED STATES","15.00","Reported"
"IRL","Reported","SF BAY AREA","Reported","CONSUMER","Reported","25","Reported","0.25","Reported","2022-06-02","Reported","2022","Reported","6","Reported","SERIES C","UNITED STATES","197.00","Reported"
"IROBOT","Reported","BOSTON","Reported","CONSUMER","Reported","85","Reported","0.07","Reported","2023-02-13","Reported","2023","Reported","2","Reported","ACQUIRED","UNITED STATES","30.00","Reported"
"IROBOT","Reported","BOSTON","Reported","CONSUMER","Reported","140","Reported","0.10","Reported","2022-08-05","Reported","2022","Reported","8","Reported","ACQUIRED","UNITED STATES","30.00","Reported"
"IRON OX","Reported","SF BAY AREA","Reported","FOOD","Reported","50","Reported","0.50","Reported","2022-11-02","Reported","2022","Reported","11","Reported","SERIES C","UNITED STATES","103.00","Reported"
"IRONNET","Reported","WASHINGTON D.C.","Reported","SECURITY","Reported","55","Reported","0.17","Reported","2022-06-22","Reported","2022","Reported","6","Reported","POST-IPO","UNITED STATES","410.00","Reported"
"IRONNET","Reported","WASHINGTON D.C.","Reported","SECURITY","Reported","90","Reported","0.35","Reported","2022-06-22","Reported","2022","Reported","6","Reported","POST-IPO","UNITED STATES","410.00","Reported"
"JAM CITY","Reported","LOS ANGELES","Reported","CONSUMER","Reported","200","Reported","0.17","Reported","2022-08-04","Reported","2022","Reported","8","Reported","UNKNOWN","UNITED STATES","652.00","Reported"
"JAMA","Reported","PORTLAND","Reported","PRODUCT","Reported","12","Reported","0.05","Reported","2020-03-25","Reported","2020","Reported","3","Reported","UNKNOWN","UNITED STATES","233.00","Reported"
"JD.ID","Reported","JAKARTA","Reported","RETAIL","Reported","200","Reported","0.30","Reported","2022-12-14","Reported","2022","Reported","12","Reported","POST-IPO","INDONESIA","5100.00","Reported"
"JELLYFISH","Reported","BOSTON","Reported","PRODUCT","Reported","0","missing","0.09","Reported","2023-01-13","Reported","2023","Reported","1","Reported","SERIES C","UNITED STATES","114.00","Reported"
"JELLYSMACK","Reported","NEW YORK CITY","Reported","MEDIA","Reported","0","missing","0.08","Reported","2022-06-09","Reported","2022","Reported","6","Reported","SERIES C","UNITED STATES","22.00","Reported"
"JELLYSMACK","Reported","PARIS","Reported","MEDIA","Reported","208","Reported","0.00","missing","2023-02-15","Reported","2023","Reported","2","Reported","SERIES C","FRANCE","22.00","Reported"
"JETCLOSING","Reported","SEATTLE","Reported","REAL ESTATE","Reported","0","missing","1.00","Reported","2022-06-15","Reported","2022","Reported","6","Reported","SERIES B","UNITED STATES","44.00","Reported"
"JETCLOSING","Reported","SEATTLE","Reported","REAL ESTATE","Reported","20","Reported","0.20","Reported","2020-04-27","Reported","2020","Reported","4","Reported","SERIES A","UNITED STATES","24.00","Reported"
"JETTY","Reported","NEW YORK CITY","Reported","FINANCE","Reported","35","Reported","0.40","Reported","2020-04-03","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","40.00","Reported"
"JIMDO","Reported","HAMBURG","Reported","OTHER","Reported","50","Reported","0.16","Reported","2022-11-15","Reported","2022","Reported","11","Reported","UNKNOWN","GERMANY","28.00","Reported"
"JIOBIT","Reported","CHICAGO","Reported","CONSUMER","Reported","6","Reported","0.21","Reported","2020-04-24","Reported","2020","Reported","4","Reported","UNKNOWN","UNITED STATES","12.00","Reported"
"JOBCASE","Reported","BOSTON","Reported","RECRUITING","Reported","39","Reported","0.20","Reported","2020-04-02","Reported","2020","Reported","4","Reported","PRIVATE EQUITY","UNITED STATES","118.00","Reported"
"JOKR","Reported","NEW YORK CITY","Reported","FOOD","Reported","50","Reported","0.05","Reported","2022-06-16","Reported","2022","Reported","6","Reported","SERIES B","UNITED STATES","430.00","Reported"
"JOUNCE THERAPEUTICS","Reported","BOSTON","Reported","HEALTHCARE","Reported","0","missing","0.57","Reported","2023-02-22","Reported","2023","Reported","2","Reported","ACQUIRED","UNITED STATES","194.00","Reported"
"JUMIA","Reported","LAGOS","Reported","RETAIL","Reported","900","Reported","0.20","Reported","2022-11-21","Reported","2022","Reported","11","Reported","POST-IPO","NIGERIA","1200.00","Reported"
"JUMIO","Reported","SF BAY AREA","Reported","SECURITY","Reported","100","Reported","0.06","Reported","2023-01-11","Reported","2023","Reported","1","Reported","PRIVATE EQUITY","UNITED STATES","205.00","Reported"
"JUMP","Reported","NEW YORK CITY","Reported","TRANSPORTATION","Reported","500","Reported","1.00","Reported","2020-05-07","Reported","2020","Reported","5","Reported","ACQUIRED","UNITED STATES","11.00","Reported"
"JUMPCLOUD","Reported","BOULDER","Reported","SECURITY","Reported","100","Reported","0.12","Reported","2023-01-18","Reported","2023","Reported","1","Reported","SERIES F","UNITED STATES","416.00","Reported"
"JUNI","Reported","GOTHENBURG","Reported","FINANCE","Reported","72","Reported","0.33","Reported","2022-11-17","Reported","2022","Reported","11","Reported","UNKNOWN","SWEDEN","281.00","Reported"
"JUNIPER","Reported","ATLANTA","Reported","MARKETING","Reported","0","missing","0.00","missing","2022-11-11","Reported","2022","Reported","11","Reported","ACQUIRED","UNITED STATES","0.00","missing"
"JUNIPER SQUARE","Reported","SF BAY AREA","Reported","REAL ESTATE","Reported","0","missing","0.14","Reported","2022-09-06","Reported","2022","Reported","9","Reported","SERIES C","UNITED STATES","108.00","Reported"
"JUST EAT TAKEAWAY","Reported","AMSTERDAM","Reported","FOOD","Reported","390","Reported","0.00","missing","2022-07-20","Reported","2022","Reported","7","Reported","POST-IPO","NETHERLANDS","2800.00","Reported"
"JUUL","Reported","SF BAY AREA","Reported","unknown","missing","400","Reported","0.30","Reported","2022-11-10","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","1500.00","Reported"
"JUUL","Reported","SF BAY AREA","Reported","CONSUMER","Reported","900","Reported","0.30","Reported","2020-05-05","Reported","2020","Reported","5","Reported","UNKNOWN","UNITED STATES","1500.00","Reported"
"KABAM","Reported","SF BAY AREA","Reported","CONSUMER","Reported","35","Reported","0.07","Reported","2022-11-09","Reported","2022","Reported","11","Reported","ACQUIRED","UNITED STATES","244.00","Reported"
"KALTURA","Reported","NEW YORK CITY","Reported","MEDIA","Reported","0","missing","0.10","Reported","2022-08-09","Reported","2022","Reported","8","Reported","POST-IPO","UNITED STATES","166.00","Reported"
"KALTURA","Reported","NEW YORK CITY","Reported","MEDIA","Reported","75","Reported","0.11","Reported","2023-01-04","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","166.00","Reported"
"KANDELA","Reported","LOS ANGELES","Reported","CONSUMER","Reported","0","missing","1.00","Reported","2023-03-02","Reported","2023","Reported","3","Reported","ACQUIRED","UNITED STATES","0.00","missing"
"KANDJI","Reported","SAN DIEGO","Reported","OTHER","Reported","0","missing","0.17","Reported","2022-11-17","Reported","2022","Reported","11","Reported","SERIES C","UNITED STATES","188.00","Reported"
"KAODIM","Reported","SELANGOR","Reported","CONSUMER","Reported","0","missing","1.00","Reported","2022-06-02","Reported","2022","Reported","6","Reported","SERIES B","UNITED STATES","17.00","Reported"
"KAPTEN / FREE NOW","Reported","PARIS","Reported","TRANSPORTATION","Reported","0","missing","0.00","missing","2020-05-21","Reported","2020","Reported","5","Reported","ACQUIRED","FRANCE","100.00","Reported"
"KARAT","Reported","SEATTLE","Reported","HR","Reported","47","Reported","0.00","missing","2023-01-20","Reported","2023","Reported","1","Reported","UNKNOWN","UNITED STATES","169.00","Reported"
"KARBON","Reported","SF BAY AREA","Reported","OTHER","Reported","0","missing","0.23","Reported","2022-09-12","Reported","2022","Reported","9","Reported","SERIES B","UNITED STATES","91.00","Reported"
"KATERRA","Reported","SF BAY AREA","Reported","CONSTRUCTION","Reported","240","Reported","0.03","Reported","2020-04-02","Reported","2020","Reported","4","Reported","SERIES D","UNITED STATES","1200.00","Reported"
"KATERRA","Reported","SF BAY AREA","Reported","CONSTRUCTION","Reported","400","Reported","0.07","Reported","2020-06-29","Reported","2020","Reported","6","Reported","SERIES E","UNITED STATES","1300.00","Reported"
"KATERRA","Reported","SF BAY AREA","Reported","CONSTRUCTION","Reported","2434","Reported","1.00","Reported","2021-06-01","Reported","2021","Reported","6","Reported","UNKNOWN","UNITED STATES","1600.00","Reported"
"KAVAK","Reported","SAO PAULO","Reported","TRANSPORTATION","Reported","0","missing","0.00","missing","2022-11-18","Reported","2022","Reported","11","Reported","SERIES E","BRAZIL","1600.00","Reported"
"KAVAK","Reported","SAO PAULO","Reported","TRANSPORTATION","Reported","150","Reported","0.00","missing","2022-06-08","Reported","2022","Reported","6","Reported","SERIES E","BRAZIL","1600.00","Reported"
"KAYAK / OPENTABLE","Reported","STAMFORD","Reported","TRAVEL","Reported","160","Reported","0.08","Reported","2020-04-29","Reported","2020","Reported","4","Reported","ACQUIRED","UNITED STATES","229.00","Reported"
"KAZOO","Reported","AUSTIN","Reported","HR","Reported","0","missing","0.35","Reported","2020-03-31","Reported","2020","Reported","3","Reported","SERIES A","UNITED STATES","8.00","Reported"
"KEEPE","Reported","SEATTLE","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2022-06-10","Reported","2022","Reported","6","Reported","UNKNOWN","UNITED STATES","6.00","Reported"
"KEEPTRUCKIN","Reported","SF BAY AREA","Reported","LOGISTICS","Reported","349","Reported","0.18","Reported","2020-03-31","Reported","2020","Reported","3","Reported","SERIES D","UNITED STATES","227.00","Reported"
"KENOBY","Reported","SAO PAULO","Reported","RECRUITING","Reported","18","Reported","0.16","Reported","2020-04-08","Reported","2020","Reported","4","Reported","UNKNOWN","BRAZIL","23.00","Reported"
"KHOROS","Reported","AUSTIN","Reported","SALES","Reported","120","Reported","0.10","Reported","2022-10-21","Reported","2022","Reported","10","Reported","PRIVATE EQUITY","UNITED STATES","138.00","Reported"
"KIAVI","Reported","SF BAY AREA","Reported","REAL ESTATE","Reported","39","Reported","0.07","Reported","2022-07-14","Reported","2022","Reported","7","Reported","SERIES E","UNITED STATES","240.00","Reported"
"KICKSTARTER","Reported","NEW YORK CITY","Reported","FINANCE","Reported","25","Reported","0.18","Reported","2020-05-13","Reported","2020","Reported","5","Reported","UNKNOWN","UNITED STATES","10.00","Reported"
"KINDE","Reported","SYDNEY","Reported","OTHER","Reported","8","Reported","0.28","Reported","2023-02-20","Reported","2023","Reported","2","Reported","SEED","AUSTRALIA","10.00","Reported"
"KITE","Reported","SF BAY AREA","Reported","PRODUCT","Reported","0","missing","1.00","Reported","2022-11-16","Reported","2022","Reported","11","Reported","SERIES A","UNITED STATES","21.00","Reported"
"KITOPI","Reported","DUBAI","Reported","FOOD","Reported","93","Reported","0.10","Reported","2022-11-21","Reported","2022","Reported","11","Reported","SERIES C","UNITED STATES","804.00","Reported"
"KITOPI","Reported","NEW YORK CITY","Reported","FOOD","Reported","124","Reported","0.00","missing","2020-04-29","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","89.00","Reported"
"KITTY HAWK","Reported","SF BAY AREA","Reported","AEROSPACE","Reported","70","Reported","0.00","missing","2020-06-03","Reported","2020","Reported","6","Reported","UNKNOWN","UNITED STATES","1.00","Reported"
"KITTY HAWK","Reported","SF BAY AREA","Reported","AEROSPACE","Reported","100","Reported","1.00","Reported","2022-09-21","Reported","2022","Reported","9","Reported","UNKNOWN","UNITED STATES","1.00","Reported"
"KIWICO","Reported","SF BAY AREA","Reported","RETAIL","Reported","40","Reported","0.00","missing","2022-06-07","Reported","2022","Reported","6","Reported","UNKNOWN","UNITED STATES","11.00","Reported"
"KLARNA","Reported","STOCKHOLM","Reported","FINANCE","Reported","100","Reported","0.00","missing","2022-09-22","Reported","2022","Reported","9","Reported","UNKNOWN","SWEDEN","3700.00","Reported"
"KLARNA","Reported","STOCKHOLM","Reported","FINANCE","Reported","700","Reported","0.10","Reported","2022-05-23","Reported","2022","Reported","5","Reported","UNKNOWN","SWEDEN","3700.00","Reported"
"KLOOK","Reported","HONG KONG","Reported","TRAVEL","Reported","300","Reported","0.15","Reported","2020-04-20","Reported","2020","Reported","4","Reported","SERIES D","HONG KONG","521.00","Reported"
"KNOCK","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","115","Reported","0.46","Reported","2022-03-15","Reported","2022","Reported","3","Reported","UNKNOWN","UNITED STATES","654.00","Reported"
"KNOTEL","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","20","Reported","0.08","Reported","2020-10-29","Reported","2020","Reported","10","Reported","SERIES C","UNITED STATES","560.00","Reported"
"KNOTEL","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","127","Reported","0.30","Reported","2020-03-27","Reported","2020","Reported","3","Reported","SERIES C","UNITED STATES","560.00","Reported"
"KODIAK ROBOTICS","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","15","Reported","0.20","Reported","2020-04-15","Reported","2020","Reported","4","Reported","SERIES A","UNITED STATES","40.00","Reported"
"KOGAN","Reported","MELBOURNE","Reported","RETAIL","Reported","0","missing","0.00","missing","2022-08-23","Reported","2022","Reported","8","Reported","POST-IPO","AUSTRALIA","0.00","missing"
"KOHO","Reported","TORONTO","Reported","FINANCE","Reported","0","missing","0.14","Reported","2023-02-08","Reported","2023","Reported","2","Reported","SERIES D","CANADA","278.00","Reported"
"KOHO","Reported","TORONTO","Reported","FINANCE","Reported","15","Reported","0.04","Reported","2022-11-17","Reported","2022","Reported","11","Reported","SERIES D","CANADA","278.00","Reported"
"KOINLY","Reported","LONDON","Reported","CRYPTO","Reported","16","Reported","0.14","Reported","2022-12-06","Reported","2022","Reported","12","Reported","UNKNOWN","UNITED KINGDOM","0.00","missing"
"KOINWORKS","Reported","JAKARTA","Reported","FINANCE","Reported","70","Reported","0.08","Reported","2022-11-04","Reported","2022","Reported","11","Reported","UNKNOWN","INDONESIA","180.00","Reported"
"KOMODO HEALTH","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","23","Reported","0.09","Reported","2020-04-20","Reported","2020","Reported","4","Reported","SERIES C","UNITED STATES","50.00","Reported"
"KOMODO HEALTH","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","78","Reported","0.09","Reported","2022-12-13","Reported","2022","Reported","12","Reported","SERIES E","UNITED STATES","514.00","Reported"
"KONFIO","Reported","MEXICO CITY","Reported","FINANCE","Reported","180","Reported","0.00","missing","2022-09-23","Reported","2022","Reported","9","Reported","SERIES E","UNITED STATES","706.00","Reported"
"KONGREGATE","Reported","SF BAY AREA","Reported","MEDIA","Reported","12","Reported","0.00","missing","2020-07-01","Reported","2020","Reported","7","Reported","SERIES C","UNITED STATES","19.00","Reported"
"KONTIST","Reported","BERLIN","Reported","FINANCE","Reported","50","Reported","0.25","Reported","2022-05-25","Reported","2022","Reported","5","Reported","SERIES B","GERMANY","53.00","Reported"
"KOO","Reported","BENGALURU","Reported","CONSUMER","Reported","40","Reported","0.00","missing","2022-08-31","Reported","2022","Reported","8","Reported","SERIES B","INDIA","44.00","Reported"
"KRAKEN","Reported","SF BAY AREA","Reported","CRYPTO","Reported","1100","Reported","0.30","Reported","2022-11-30","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","134.00","Reported"
"KRY","Reported","STOCKHOLM","Reported","HEALTHCARE","Reported","100","Reported","0.10","Reported","2022-05-17","Reported","2022","Reported","5","Reported","SERIES D","SWEDEN","568.00","Reported"
"KRY","Reported","STOCKHOLM","Reported","HEALTHCARE","Reported","300","Reported","0.10","Reported","2022-10-31","Reported","2022","Reported","10","Reported","SERIES D","SWEDEN","568.00","Reported"
"KUDA","Reported","LAGOS","Reported","FINANCE","Reported","23","Reported","0.05","Reported","2022-09-02","Reported","2022","Reported","9","Reported","SERIES B","NIGERIA","91.00","Reported"
"KUESKI","Reported","GUADALAJARA","Reported","FINANCE","Reported","90","Reported","0.30","Reported","2020-04-20","Reported","2020","Reported","4","Reported","SERIES B","MEXICO","38.00","Reported"
"KUNE","Reported","NAIROBI","Reported","FOOD","Reported","0","missing","1.00","Reported","2022-06-23","Reported","2022","Reported","6","Reported","SEED","KENYA","1.00","Reported"
"KUNUNU","Reported","BOSTON","Reported","RECRUITING","Reported","0","missing","0.00","missing","2020-08-26","Reported","2020","Reported","8","Reported","ACQUIRED","UNITED STATES","0.00","missing"
"KYRUUS","Reported","BOSTON","Reported","HEALTHCARE","Reported","70","Reported","0.00","missing","2023-02-05","Reported","2023","Reported","2","Reported","UNKNOWN","UNITED STATES","183.00","Reported"
"LABELBOX","Reported","SF BAY AREA","Reported","DATA","Reported","36","Reported","0.00","missing","2022-08-08","Reported","2022","Reported","8","Reported","SERIES D","UNITED STATES","188.00","Reported"
"LABSTER","Reported","COPENHAGEN","Reported","EDUCATION","Reported","40","Reported","0.00","missing","2020-04-17","Reported","2020","Reported","4","Reported","SERIES B","DENMARK","34.00","Reported"
"LACEWORK","Reported","SF BAY AREA","Reported","SECURITY","Reported","300","Reported","0.20","Reported","2022-05-25","Reported","2022","Reported","5","Reported","SERIES D","UNITED STATES","1900.00","Reported"
"LADDER LIFE","Reported","SF BAY AREA","Reported","FINANCE","Reported","13","Reported","0.25","Reported","2020-03-23","Reported","2020","Reported","3","Reported","SERIES C","UNITED STATES","94.00","Reported"
"LAM RESEARCH","Reported","SF BAY AREA","Reported","HARDWARE","Reported","1300","Reported","0.07","Reported","2023-01-25","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","0.00","missing"
"LAMBDA SCHOOL","Reported","SF BAY AREA","Reported","EDUCATION","Reported","19","Reported","0.00","missing","2020-04-21","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","48.00","Reported"
"LAMBDA SCHOOL","Reported","SF BAY AREA","Reported","EDUCATION","Reported","65","Reported","0.00","missing","2021-04-29","Reported","2021","Reported","4","Reported","SERIES C","UNITED STATES","122.00","Reported"
"LANDING","Reported","BIRMINGHAM","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2022-12-14","Reported","2022","Reported","12","Reported","SERIES C","UNITED STATES","347.00","Reported"
"LANDING","Reported","BIRMINGHAM","Reported","REAL ESTATE","Reported","110","Reported","0.00","missing","2022-10-06","Reported","2022","Reported","10","Reported","SERIES C","UNITED STATES.","347.00","Reported"
"LANTERN","Reported","GRAND RAPIDS","Reported","RETAIL","Reported","0","missing","1.00","Reported","2023-01-06","Reported","2023","Reported","1","Reported","SEED","UNITED STATES","40.00","Reported"
"LASTLINE","Reported","SF BAY AREA","Reported","SECURITY","Reported","50","Reported","0.40","Reported","2020-06-04","Reported","2020","Reported","6","Reported","SERIES C","UNITED STATES","52.00","Reported"
"LATCH","Reported","NEW YORK CITY","Reported","SECURITY","Reported","30","Reported","0.06","Reported","2022-05-10","Reported","2022","Reported","5","Reported","POST-IPO","UNITED STATES","342.00","Reported"
"LATCH","Reported","NEW YORK CITY","Reported","SECURITY","Reported","60","Reported","0.00","missing","2020-04-02","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","152.00","Reported"
"LATCH","Reported","NEW YORK CITY","Reported","SECURITY","Reported","115","Reported","0.37","Reported","2022-08-02","Reported","2022","Reported","8","Reported","POST-IPO","UNITED STATES","342.00","Reported"
"LATCH","Reported","NEW YORK CITY","Reported","SECURITY","Reported","130","Reported","0.28","Reported","2022-05-20","Reported","2022","Reported","5","Reported","POST-IPO","UNITED STATES","342.00","Reported"
"LATTICE","Reported","SF BAY AREA","Reported","HR","Reported","0","missing","0.15","Reported","2023-01-12","Reported","2023","Reported","1","Reported","SERIES F","UNITED STATES","328.00","Reported"
"LATTICE","Reported","SF BAY AREA","Reported","HR","Reported","13","Reported","0.00","missing","2022-10-27","Reported","2022","Reported","10","Reported","SERIES F","UNITED STATES","328.00","Reported"
"LATTICE","Reported","SF BAY AREA","Reported","HR","Reported","16","Reported","0.10","Reported","2020-05-15","Reported","2020","Reported","5","Reported","SERIES C","UNITED STATES","49.00","Reported"
